File,AIC
ILM10_replicate0_0.str.admix.K=9.out,2496.023535
ILM10_replicate0_10.str.admix.K=9.out,3473.101330
ILM10_replicate0_11.str.admix.K=9.out,3184.117069
ILM10_replicate0_12.str.admix.K=9.out,3066.410908
ILM10_replicate0_13.str.admix.K=9.out,3402.276250
ILM10_replicate0_14.str.admix.K=9.out,2756.137141
ILM10_replicate0_15.str.admix.K=9.out,2754.520423
ILM10_replicate0_16.str.admix.K=9.out,4180.408018
ILM10_replicate0_17.str.admix.K=9.out,4040.657021
ILM10_replicate0_18.str.admix.K=9.out,2627.469320
ILM10_replicate0_19.str.admix.K=9.out,3557.214342
ILM10_replicate0_1.str.admix.K=9.out,4911.742447
ILM10_replicate0_2.str.admix.K=9.out,3418.810263
ILM10_replicate0_3.str.admix.K=9.out,6244.271224
ILM10_replicate0_4.str.admix.K=9.out,3380.311498
ILM10_replicate0_5.str.admix.K=9.out,2884.248824
ILM10_replicate0_6.str.admix.K=9.out,2950.815054
ILM10_replicate0_7.str.admix.K=9.out,2716.429719
ILM10_replicate0_8.str.admix.K=9.out,3079.519133
ILM10_replicate0_9.str.admix.K=9.out,3661.979328
ILM10_replicate1_0.str.admix.K=9.out,4338.740759
ILM10_replicate1_10.str.admix.K=9.out,2634.291496
ILM10_replicate1_11.str.admix.K=9.out,3254.508590
ILM10_replicate1_12.str.admix.K=9.out,3006.494741
ILM10_replicate1_13.str.admix.K=9.out,2785.186486
ILM10_replicate1_14.str.admix.K=9.out,2135.248895
ILM10_replicate1_15.str.admix.K=9.out,2766.131695
ILM10_replicate1_16.str.admix.K=9.out,3700.292547
ILM10_replicate1_17.str.admix.K=9.out,3808.186897
ILM10_replicate1_18.str.admix.K=9.out,2878.095661
ILM10_replicate1_19.str.admix.K=9.out,3254.012912
ILM10_replicate1_1.str.admix.K=9.out,4139.218327
ILM10_replicate1_2.str.admix.K=9.out,2836.224580
ILM10_replicate1_3.str.admix.K=9.out,3392.056936
ILM10_replicate1_4.str.admix.K=9.out,4217.192891
ILM10_replicate1_5.str.admix.K=9.out,3098.112830
ILM10_replicate1_6.str.admix.K=9.out,3156.184733
ILM10_replicate1_7.str.admix.K=9.out,3327.146552
ILM10_replicate1_8.str.admix.K=9.out,3551.529368
ILM10_replicate1_9.str.admix.K=9.out,3472.455386
ILM10_replicate2_0.str.admix.K=9.out,3615.278724
ILM10_replicate2_10.str.admix.K=9.out,3942.523264
ILM10_replicate2_11.str.admix.K=9.out,2856.787522
ILM10_replicate2_12.str.admix.K=9.out,2956.300845
ILM10_replicate2_13.str.admix.K=9.out,3199.113176
