File,AIC
ILM15_replicate0_0.str.admix.K=5.out,3281.449598
ILM15_replicate0_10.str.admix.K=5.out,3816.162591
ILM15_replicate0_11.str.admix.K=5.out,3501.370547
ILM15_replicate0_12.str.admix.K=5.out,2634.721636
ILM15_replicate0_13.str.admix.K=5.out,6919.952423
ILM15_replicate0_14.str.admix.K=5.out,4893.281766
ILM15_replicate0_15.str.admix.K=5.out,3923.832134
ILM15_replicate0_16.str.admix.K=5.out,7845.649721
ILM15_replicate0_17.str.admix.K=5.out,3361.784369
ILM15_replicate0_18.str.admix.K=5.out,3778.149784
ILM15_replicate0_19.str.admix.K=5.out,3385.502549
ILM15_replicate0_1.str.admix.K=5.out,5200.481286
ILM15_replicate0_2.str.admix.K=5.out,9887.497959
ILM15_replicate0_3.str.admix.K=5.out,2995.520565
ILM15_replicate0_4.str.admix.K=5.out,4348.122519
ILM15_replicate0_5.str.admix.K=5.out,3838.351596
ILM15_replicate0_6.str.admix.K=5.out,6391.118896
ILM15_replicate0_7.str.admix.K=5.out,2725.239781
ILM15_replicate0_8.str.admix.K=5.out,4567.303068
ILM15_replicate0_9.str.admix.K=5.out,7434.660025
ILM15_replicate1_0.str.admix.K=5.out,5066.954946
ILM15_replicate1_10.str.admix.K=5.out,3270.811431
ILM15_replicate1_11.str.admix.K=5.out,3824.173445
ILM15_replicate1_12.str.admix.K=5.out,4818.310781
ILM15_replicate1_13.str.admix.K=5.out,5454.487700
ILM15_replicate1_14.str.admix.K=5.out,4447.048173
ILM15_replicate1_15.str.admix.K=5.out,4271.751448
ILM15_replicate1_16.str.admix.K=5.out,4300.141568
ILM15_replicate1_17.str.admix.K=5.out,4051.150898
ILM15_replicate1_18.str.admix.K=5.out,4139.795078
ILM15_replicate1_19.str.admix.K=5.out,5219.498322
ILM15_replicate1_1.str.admix.K=5.out,4126.082748
ILM15_replicate1_2.str.admix.K=5.out,4107.381329
ILM15_replicate1_3.str.admix.K=5.out,4448.643148
ILM15_replicate1_4.str.admix.K=5.out,5251.994044
ILM15_replicate1_5.str.admix.K=5.out,3529.059770
ILM15_replicate1_6.str.admix.K=5.out,2840.955765
ILM15_replicate1_7.str.admix.K=5.out,4748.964176
ILM15_replicate1_8.str.admix.K=5.out,4111.997737
ILM15_replicate1_9.str.admix.K=5.out,5110.141340
ILM15_replicate2_0.str.admix.K=5.out,5404.125471
ILM15_replicate2_10.str.admix.K=5.out,4448.643148
ILM15_replicate2_11.str.admix.K=5.out,4200.937997
ILM15_replicate2_12.str.admix.K=5.out,3973.144803
ILM15_replicate2_13.str.admix.K=5.out,3864.702309
ILM15_replicate2_14.str.admix.K=5.out,5965.138056
ILM15_replicate2_15.str.admix.K=5.out,5903.638396
ILM15_replicate2_16.str.admix.K=5.out,4590.162004
ILM15_replicate2_17.str.admix.K=5.out,4732.227228
ILM15_replicate2_18.str.admix.K=5.out,4728.629566
ILM15_replicate2_19.str.admix.K=5.out,3509.449487
ILM15_replicate2_1.str.admix.K=5.out,2827.791621
ILM15_replicate2_2.str.admix.K=5.out,3386.701240
ILM15_replicate2_3.str.admix.K=5.out,3252.108335
ILM15_replicate2_4.str.admix.K=5.out,4431.236994
ILM15_replicate2_5.str.admix.K=5.out,3812.742106
ILM15_replicate2_6.str.admix.K=5.out,5138.366248
ILM15_replicate2_7.str.admix.K=5.out,4048.848417
ILM15_replicate2_8.str.admix.K=5.out,5848.874163
ILM15_replicate2_9.str.admix.K=5.out,7899.860495
ILM15_replicate3_0.str.admix.K=5.out,5180.505840
ILM15_replicate3_10.str.admix.K=5.out,5702.534339
ILM15_replicate3_11.str.admix.K=5.out,9917.964645
ILM15_replicate3_12.str.admix.K=5.out,4710.057305
ILM15_replicate3_13.str.admix.K=5.out,4906.227624
ILM15_replicate3_14.str.admix.K=5.out,4280.831310
ILM15_replicate3_15.str.admix.K=5.out,4883.517578
ILM15_replicate3_16.str.admix.K=5.out,4400.472820
ILM15_replicate3_17.str.admix.K=5.out,6409.821240
ILM15_replicate3_18.str.admix.K=5.out,3541.585145
ILM15_replicate3_19.str.admix.K=5.out,6735.968527
ILM15_replicate3_1.str.admix.K=5.out,4569.088180
ILM15_replicate3_2.str.admix.K=5.out,2583.432750
ILM15_replicate3_3.str.admix.K=5.out,4402.645188
ILM15_replicate3_4.str.admix.K=5.out,6077.611133
ILM15_replicate3_5.str.admix.K=5.out,3515.994474
ILM15_replicate3_6.str.admix.K=5.out,5690.071666
ILM15_replicate3_7.str.admix.K=5.out,3338.749540
ILM15_replicate3_8.str.admix.K=5.out,4521.830812
ILM15_replicate3_9.str.admix.K=5.out,4201.519161
ILM15_replicate4_0.str.admix.K=5.out,4883.319337
ILM15_replicate4_10.str.admix.K=5.out,4521.339560
ILM15_replicate4_11.str.admix.K=5.out,4529.880319
ILM15_replicate4_12.str.admix.K=5.out,4057.980588
ILM15_replicate4_13.str.admix.K=5.out,6558.642815
ILM15_replicate4_14.str.admix.K=5.out,5840.163102
ILM15_replicate4_15.str.admix.K=5.out,4850.157884
ILM15_replicate4_16.str.admix.K=5.out,3950.240836
ILM15_replicate4_17.str.admix.K=5.out,5928.185061
ILM15_replicate4_18.str.admix.K=5.out,3195.181022
ILM15_replicate4_19.str.admix.K=5.out,5360.207118
ILM15_replicate4_1.str.admix.K=5.out,5696.246389
ILM15_replicate4_2.str.admix.K=5.out,3015.933083
ILM15_replicate4_3.str.admix.K=5.out,3258.084703
ILM15_replicate4_4.str.admix.K=5.out,6068.992448
ILM15_replicate4_5.str.admix.K=5.out,4645.505562
ILM15_replicate4_6.str.admix.K=5.out,5947.653306
ILM15_replicate4_7.str.admix.K=5.out,4308.923518
ILM15_replicate4_8.str.admix.K=5.out,2991.818518
ILM15_replicate4_9.str.admix.K=5.out,5069.881120
ILM15_replicate5_0.str.admix.K=5.out,5438.765150
ILM15_replicate5_10.str.admix.K=5.out,3765.733389
ILM15_replicate5_11.str.admix.K=5.out,3855.426456
ILM15_replicate5_12.str.admix.K=5.out,4722.949381
ILM15_replicate5_13.str.admix.K=5.out,3342.909053
ILM15_replicate5_14.str.admix.K=5.out,2291.864569
ILM15_replicate5_15.str.admix.K=5.out,4839.873053
ILM15_replicate5_16.str.admix.K=5.out,3912.347291
ILM15_replicate5_17.str.admix.K=5.out,5015.635373
ILM15_replicate5_18.str.admix.K=5.out,3223.398903
ILM15_replicate5_19.str.admix.K=5.out,4510.371557
ILM15_replicate5_1.str.admix.K=5.out,3890.251835
ILM15_replicate5_2.str.admix.K=5.out,5317.881104
ILM15_replicate5_3.str.admix.K=5.out,3488.433893
ILM15_replicate5_4.str.admix.K=5.out,3820.120948
ILM15_replicate5_5.str.admix.K=5.out,4147.654845
ILM15_replicate5_6.str.admix.K=5.out,3218.301008
ILM15_replicate5_7.str.admix.K=5.out,4064.247647
ILM15_replicate5_8.str.admix.K=5.out,4644.738415
ILM15_replicate5_9.str.admix.K=5.out,3902.566711
ILM15_replicate6_0.str.admix.K=5.out,3229.438914
ILM15_replicate6_10.str.admix.K=5.out,4366.044072
ILM15_replicate6_11.str.admix.K=5.out,4581.685819
ILM15_replicate6_12.str.admix.K=5.out,3755.559392
ILM15_replicate6_13.str.admix.K=5.out,4603.235726
