k	l	m	KLM
0	0	0	0.984906
0	0	1	0.015094
0	1	0	0.000001
0	1	1	0.999999
0	2	0	0.000000
0	2	1	1.000000
0	3	0	0.000000
0	3	1	1.000000
0	4	0	0.015043
0	4	1	0.984957
0	5	0	0.000000
0	5	1	1.000000
0	6	0	0.007534
0	6	1	0.992466
0	7	0	0.992488
0	7	1	0.007512
0	8	0	0.000000
0	8	1	1.000000
0	9	0	0.992493
0	9	1	0.007507
0	10	0	1.000000
0	10	1	0.000000
0	11	0	1.000000
0	11	1	0.000000
0	12	0	0.992466
0	12	1	0.007534
0	13	0	0.000000
0	13	1	1.000000
0	14	0	0.992492
0	14	1	0.007508
0	15	0	0.947826
0	15	1	0.052174
0	16	0	0.000000
0	16	1	1.000000
0	17	0	0.000000
0	17	1	1.000000
0	18	0	1.000000
0	18	1	0.000000
0	19	0	0.000000
0	19	1	1.000000
0	20	0	0.007512
0	20	1	0.992488
0	21	0	1.000000
0	21	1	0.000000
0	22	0	0.000000
0	22	1	1.000000
0	23	0	0.992494
0	23	1	0.007506
0	24	0	0.099411
0	24	1	0.900589
0	25	0	0.992492
0	25	1	0.007508
0	26	0	0.984964
0	26	1	0.015036
0	27	0	0.015094
0	27	1	0.984906
0	28	0	1.000000
0	28	1	0.000000
0	29	0	0.992466
0	29	1	0.007534
0	30	0	0.000000
0	30	1	1.000000
0	31	0	0.000000
0	31	1	1.000000
0	32	0	1.000000
0	32	1	0.000000
0	33	0	0.000000
0	33	1	1.000000
1	0	0	1.000000
1	0	1	0.000000
1	1	0	0.011938
1	1	1	0.988062
1	2	0	1.000000
1	2	1	0.000000
1	3	0	1.000000
1	3	1	0.000000
1	4	0	0.000000
1	4	1	1.000000
1	5	0	0.167317
1	5	1	0.832683
1	6	0	0.000000
1	6	1	1.000000
1	7	0	1.000000
1	7	1	0.000000
1	8	0	0.017939
1	8	1	0.982061
1	9	0	0.999999
1	9	1	0.000001
1	10	0	0.988028
1	10	1	0.011972
1	11	0	0.988032
1	11	1	0.011968
1	12	0	1.000000
1	12	1	0.000000
1	13	0	0.023945
1	13	1	0.976055
1	14	0	1.000000
1	14	1	0.000000
1	15	0	1.000000
1	15	1	0.000000
1	16	0	0.077854
1	16	1	0.922146
1	17	0	0.054085
1	17	1	0.945915
1	18	0	0.000000
1	18	1	1.000000
1	19	0	0.469229
1	19	1	0.530771
1	20	0	0.000000
1	20	1	1.000000
1	21	0	0.807139
1	21	1	0.192861
1	22	0	1.000000
1	22	1	0.000000
1	23	0	1.000000
1	23	1	0.000000
1	24	0	0.000000
1	24	1	1.000000
1	25	0	1.000000
1	25	1	0.000000
1	26	0	1.000000
1	26	1	0.000000
1	27	0	0.000000
1	27	1	1.000000
1	28	0	0.994006
1	28	1	0.005994
1	29	0	1.000000
1	29	1	0.000000
1	30	0	0.089852
1	30	1	0.910148
1	31	0	0.011967
1	31	1	0.988033
1	32	0	0.922146
1	32	1	0.077854
1	33	0	0.167317
1	33	1	0.832683

