File,BIC
ILM15_replicate0_0.str.admix.K=1.out,3862.353587
ILM15_replicate0_10.str.admix.K=1.out,5255.201469
ILM15_replicate0_11.str.admix.K=1.out,4116.808217
ILM15_replicate0_12.str.admix.K=1.out,2174.982968
ILM15_replicate0_13.str.admix.K=1.out,10738.387103
ILM15_replicate0_14.str.admix.K=1.out,7837.048717
ILM15_replicate0_15.str.admix.K=1.out,4403.459528
ILM15_replicate0_16.str.admix.K=1.out,12996.026205
ILM15_replicate0_17.str.admix.K=1.out,4670.200855
ILM15_replicate0_18.str.admix.K=1.out,3963.695400
ILM15_replicate0_19.str.admix.K=1.out,3728.092293
ILM15_replicate0_1.str.admix.K=1.out,6558.704810
ILM15_replicate0_2.str.admix.K=1.out,19689.770715
ILM15_replicate0_3.str.admix.K=1.out,2652.272713
ILM15_replicate0_4.str.admix.K=1.out,5540.070038
ILM15_replicate0_5.str.admix.K=1.out,4520.347768
ILM15_replicate0_6.str.admix.K=1.out,10490.381295
ILM15_replicate0_7.str.admix.K=1.out,2331.262035
ILM15_replicate0_8.str.admix.K=1.out,6113.978764
ILM15_replicate0_9.str.admix.K=1.out,14183.768611
ILM15_replicate1_0.str.admix.K=1.out,7275.767996
ILM15_replicate1_10.str.admix.K=1.out,4259.539774
ILM15_replicate1_11.str.admix.K=1.out,4716.817100
ILM15_replicate1_12.str.admix.K=1.out,6923.868058
ILM15_replicate1_13.str.admix.K=1.out,8332.653319
ILM15_replicate1_14.str.admix.K=1.out,5831.312552
ILM15_replicate1_15.str.admix.K=1.out,5253.067114
ILM15_replicate1_16.str.admix.K=1.out,5134.100887
ILM15_replicate1_17.str.admix.K=1.out,4758.320004
ILM15_replicate1_18.str.admix.K=1.out,5305.429322
ILM15_replicate1_19.str.admix.K=1.out,9034.923779
ILM15_replicate1_1.str.admix.K=1.out,5040.392546
ILM15_replicate1_2.str.admix.K=1.out,5049.806513
ILM15_replicate1_3.str.admix.K=1.out,6851.988562
ILM15_replicate1_4.str.admix.K=1.out,7048.747317
ILM15_replicate1_5.str.admix.K=1.out,4308.361442
ILM15_replicate1_6.str.admix.K=1.out,2672.329148
ILM15_replicate1_7.str.admix.K=1.out,6125.449302
ILM15_replicate1_8.str.admix.K=1.out,5443.131752
ILM15_replicate1_9.str.admix.K=1.out,6831.296253
ILM15_replicate2_0.str.admix.K=1.out,7856.008054
ILM15_replicate2_10.str.admix.K=1.out,6851.988562
ILM15_replicate2_11.str.admix.K=1.out,6471.061726
ILM15_replicate2_12.str.admix.K=1.out,4535.740001
ILM15_replicate2_13.str.admix.K=1.out,5211.149035
ILM15_replicate2_14.str.admix.K=1.out,9302.973964
ILM15_replicate2_15.str.admix.K=1.out,9697.275080
ILM15_replicate2_16.str.admix.K=1.out,6573.029398
ILM15_replicate2_17.str.admix.K=1.out,7102.705185
ILM15_replicate2_18.str.admix.K=1.out,5995.678132
ILM15_replicate2_19.str.admix.K=1.out,4367.599620
ILM15_replicate2_1.str.admix.K=1.out,2936.173123
ILM15_replicate2_2.str.admix.K=1.out,3538.890633
ILM15_replicate2_3.str.admix.K=1.out,3433.281531
ILM15_replicate2_4.str.admix.K=1.out,7290.966932
ILM15_replicate2_5.str.admix.K=1.out,4955.037077
ILM15_replicate2_6.str.admix.K=1.out,6198.671038
ILM15_replicate2_7.str.admix.K=1.out,5059.838461
ILM15_replicate2_8.str.admix.K=1.out,8717.710069
ILM15_replicate2_9.str.admix.K=1.out,11471.493635
ILM15_replicate3_0.str.admix.K=1.out,6775.869901
ILM15_replicate3_10.str.admix.K=1.out,8375.621328
ILM15_replicate3_11.str.admix.K=1.out,17047.177287
ILM15_replicate3_12.str.admix.K=1.out,6038.824961
ILM15_replicate3_13.str.admix.K=1.out,6529.561439
ILM15_replicate3_14.str.admix.K=1.out,6162.668258
ILM15_replicate3_15.str.admix.K=1.out,6873.492069
ILM15_replicate3_16.str.admix.K=1.out,6160.834634
ILM15_replicate3_17.str.admix.K=1.out,13639.813268
ILM15_replicate3_18.str.admix.K=1.out,4619.845000
ILM15_replicate3_19.str.admix.K=1.out,10654.626638
ILM15_replicate3_1.str.admix.K=1.out,6981.351603
ILM15_replicate3_2.str.admix.K=1.out,2804.386608
ILM15_replicate3_3.str.admix.K=1.out,6319.119549
ILM15_replicate3_4.str.admix.K=1.out,8106.951366
ILM15_replicate3_5.str.admix.K=1.out,4269.834366
ILM15_replicate3_6.str.admix.K=1.out,7331.662507
ILM15_replicate3_7.str.admix.K=1.out,3767.319521
ILM15_replicate3_8.str.admix.K=1.out,7187.148839
ILM15_replicate3_9.str.admix.K=1.out,5571.944445
ILM15_replicate4_0.str.admix.K=1.out,7202.912547
ILM15_replicate4_10.str.admix.K=1.out,7461.861282
ILM15_replicate4_11.str.admix.K=1.out,6306.337702
ILM15_replicate4_12.str.admix.K=1.out,5336.755525
ILM15_replicate4_13.str.admix.K=1.out,12166.641573
ILM15_replicate4_14.str.admix.K=1.out,9415.567140
ILM15_replicate4_15.str.admix.K=1.out,8260.681272
ILM15_replicate4_16.str.admix.K=1.out,5003.738032
ILM15_replicate4_17.str.admix.K=1.out,9363.132951
ILM15_replicate4_18.str.admix.K=1.out,3301.724762
ILM15_replicate4_19.str.admix.K=1.out,7413.450471
ILM15_replicate4_1.str.admix.K=1.out,8586.721933
ILM15_replicate4_2.str.admix.K=1.out,4219.300392
