File,AIC
ILM15_replicate0_0.str.admix.K=2.out,3030.592080
ILM15_replicate0_10.str.admix.K=2.out,4325.485208
ILM15_replicate0_11.str.admix.K=2.out,3302.885438
ILM15_replicate0_12.str.admix.K=2.out,2024.921810
ILM15_replicate0_13.str.admix.K=2.out,6814.780804
ILM15_replicate0_14.str.admix.K=2.out,5779.087103
ILM15_replicate0_15.str.admix.K=2.out,3431.017966
ILM15_replicate0_16.str.admix.K=2.out,7585.992992
ILM15_replicate0_17.str.admix.K=2.out,3160.799078
ILM15_replicate0_18.str.admix.K=2.out,3593.097172
ILM15_replicate0_19.str.admix.K=2.out,2831.988132
ILM15_replicate0_1.str.admix.K=2.out,5303.444593
ILM15_replicate0_2.str.admix.K=2.out,9444.948460
ILM15_replicate0_3.str.admix.K=2.out,2454.590824
ILM15_replicate0_4.str.admix.K=2.out,4054.240547
ILM15_replicate0_5.str.admix.K=2.out,3574.296639
ILM15_replicate0_6.str.admix.K=2.out,7108.442456
ILM15_replicate0_7.str.admix.K=2.out,2241.677596
ILM15_replicate0_8.str.admix.K=2.out,4654.210448
ILM15_replicate0_9.str.admix.K=2.out,7941.731806
ILM15_replicate1_0.str.admix.K=2.out,4829.136485
ILM15_replicate1_10.str.admix.K=2.out,2644.538897
ILM15_replicate1_11.str.admix.K=2.out,3824.473555
ILM15_replicate1_12.str.admix.K=2.out,4834.969096
ILM15_replicate1_13.str.admix.K=2.out,6555.807605
ILM15_replicate1_14.str.admix.K=2.out,3911.483230
ILM15_replicate1_15.str.admix.K=2.out,4012.361782
ILM15_replicate1_16.str.admix.K=2.out,4453.634611
ILM15_replicate1_17.str.admix.K=2.out,4087.527318
ILM15_replicate1_18.str.admix.K=2.out,4244.803502
ILM15_replicate1_19.str.admix.K=2.out,6284.837844
ILM15_replicate1_1.str.admix.K=2.out,4014.281166
ILM15_replicate1_2.str.admix.K=2.out,3747.358719
ILM15_replicate1_3.str.admix.K=2.out,4945.231818
ILM15_replicate1_4.str.admix.K=2.out,5786.822054
ILM15_replicate1_5.str.admix.K=2.out,3512.427512
ILM15_replicate1_6.str.admix.K=2.out,2439.776306
ILM15_replicate1_7.str.admix.K=2.out,4940.074740
ILM15_replicate1_8.str.admix.K=2.out,4749.058376
ILM15_replicate1_9.str.admix.K=2.out,5235.143481
ILM15_replicate2_0.str.admix.K=2.out,5833.772495
ILM15_replicate2_10.str.admix.K=2.out,4945.231818
ILM15_replicate2_11.str.admix.K=2.out,3986.195435
ILM15_replicate2_12.str.admix.K=2.out,3538.692991
ILM15_replicate2_13.str.admix.K=2.out,3533.772218
ILM15_replicate2_14.str.admix.K=2.out,7220.136088
ILM15_replicate2_15.str.admix.K=2.out,6720.356621
ILM15_replicate2_16.str.admix.K=2.out,4475.610718
ILM15_replicate2_17.str.admix.K=2.out,5111.081048
ILM15_replicate2_18.str.admix.K=2.out,5279.324135
ILM15_replicate2_19.str.admix.K=2.out,3875.077468
ILM15_replicate2_1.str.admix.K=2.out,2555.997551
ILM15_replicate2_2.str.admix.K=2.out,2933.055586
ILM15_replicate2_3.str.admix.K=2.out,3049.098444
ILM15_replicate2_4.str.admix.K=2.out,4339.563785
ILM15_replicate2_5.str.admix.K=2.out,4044.006834
ILM15_replicate2_6.str.admix.K=2.out,5435.971376
ILM15_replicate2_7.str.admix.K=2.out,4109.225317
ILM15_replicate2_8.str.admix.K=2.out,6310.398646
ILM15_replicate2_9.str.admix.K=2.out,8678.524801
ILM15_replicate3_0.str.admix.K=2.out,4787.363854
ILM15_replicate3_10.str.admix.K=2.out,5215.801628
