File,BIC
ILM15_replicate0_0.str.admix.K=12.out,11541.279307
ILM15_replicate0_10.str.admix.K=12.out,12454.721000
ILM15_replicate0_11.str.admix.K=12.out,11838.735830
ILM15_replicate0_12.str.admix.K=12.out,10636.966259
ILM15_replicate0_13.str.admix.K=12.out,15964.099062
ILM15_replicate0_14.str.admix.K=12.out,13595.363085
ILM15_replicate0_15.str.admix.K=12.out,12404.521643
ILM15_replicate0_16.str.admix.K=12.out,17074.414954
ILM15_replicate0_17.str.admix.K=12.out,12286.429119
ILM15_replicate0_18.str.admix.K=12.out,12090.519650
ILM15_replicate0_19.str.admix.K=12.out,11753.805515
ILM15_replicate0_1.str.admix.K=12.out,13677.827277
ILM15_replicate0_2.str.admix.K=12.out,20679.573544
ILM15_replicate0_3.str.admix.K=12.out,11190.907287
ILM15_replicate0_4.str.admix.K=12.out,13003.662101
ILM15_replicate0_5.str.admix.K=12.out,12407.770472
ILM15_replicate0_6.str.admix.K=12.out,15368.762669
ILM15_replicate0_7.str.admix.K=12.out,10880.039697
ILM15_replicate0_8.str.admix.K=12.out,13301.633756
ILM15_replicate0_9.str.admix.K=12.out,17276.829648
ILM15_replicate1_0.str.admix.K=12.out,13585.358915
ILM15_replicate1_10.str.admix.K=12.out,11433.396959
ILM15_replicate1_11.str.admix.K=12.out,12134.589149
ILM15_replicate1_12.str.admix.K=12.out,13436.845311
ILM15_replicate1_13.str.admix.K=12.out,14605.689310
ILM15_replicate1_14.str.admix.K=12.out,13118.919816
ILM15_replicate1_15.str.admix.K=12.out,12619.157799
ILM15_replicate1_16.str.admix.K=12.out,12791.765026
ILM15_replicate1_17.str.admix.K=12.out,12220.813814
ILM15_replicate1_18.str.admix.K=12.out,12786.894352
ILM15_replicate1_19.str.admix.K=12.out,14378.032639
ILM15_replicate1_1.str.admix.K=12.out,12399.830271
ILM15_replicate1_2.str.admix.K=12.out,12206.261092
ILM15_replicate1_3.str.admix.K=12.out,13100.277882
ILM15_replicate1_4.str.admix.K=12.out,14158.809606
ILM15_replicate1_5.str.admix.K=12.out,12022.021844
ILM15_replicate1_6.str.admix.K=12.out,10948.258897
ILM15_replicate1_7.str.admix.K=12.out,13751.178276
ILM15_replicate1_8.str.admix.K=12.out,12794.941647
ILM15_replicate1_9.str.admix.K=12.out,14315.299838
ILM15_replicate2_0.str.admix.K=12.out,14227.526626
ILM15_replicate2_10.str.admix.K=12.out,13100.277882
ILM15_replicate2_11.str.admix.K=12.out,12441.639147
ILM15_replicate2_12.str.admix.K=12.out,12230.202521
ILM15_replicate2_13.str.admix.K=12.out,12304.081099
ILM15_replicate2_14.str.admix.K=12.out,15107.743660
ILM15_replicate2_15.str.admix.K=12.out,15465.476236
ILM15_replicate2_16.str.admix.K=12.out,13401.718618
ILM15_replicate2_17.str.admix.K=12.out,13148.769821
ILM15_replicate2_18.str.admix.K=12.out,12840.301406
ILM15_replicate2_19.str.admix.K=12.out,11516.983701
ILM15_replicate2_1.str.admix.K=12.out,10701.647052
ILM15_replicate2_2.str.admix.K=12.out,11585.936694
ILM15_replicate2_3.str.admix.K=12.out,11302.322536
ILM15_replicate2_4.str.admix.K=12.out,13058.742130
ILM15_replicate2_5.str.admix.K=12.out,12415.156058
ILM15_replicate2_6.str.admix.K=12.out,13651.290050
ILM15_replicate2_7.str.admix.K=12.out,12364.728721
ILM15_replicate2_8.str.admix.K=12.out,15212.336225
ILM15_replicate2_9.str.admix.K=12.out,16816.247128
ILM15_replicate3_0.str.admix.K=12.out,13763.142502
ILM15_replicate3_10.str.admix.K=12.out,14632.832017
ILM15_replicate3_11.str.admix.K=12.out,19922.648092
ILM15_replicate3_12.str.admix.K=12.out,13571.576648
ILM15_replicate3_13.str.admix.K=12.out,13219.658424
ILM15_replicate3_14.str.admix.K=12.out,12830.851483
ILM15_replicate3_15.str.admix.K=12.out,13462.587205
ILM15_replicate3_16.str.admix.K=12.out,13197.794603
ILM15_replicate3_17.str.admix.K=12.out,16150.810748
ILM15_replicate3_18.str.admix.K=12.out,11625.534254
ILM15_replicate3_19.str.admix.K=12.out,16014.384826
ILM15_replicate3_1.str.admix.K=12.out,13342.676979
ILM15_replicate3_2.str.admix.K=12.out,10610.587807
ILM15_replicate3_3.str.admix.K=12.out,13055.984599
ILM15_replicate3_4.str.admix.K=12.out,14381.306203
ILM15_replicate3_5.str.admix.K=12.out,11945.612660
ILM15_replicate3_6.str.admix.K=12.out,14400.634519
ILM15_replicate3_7.str.admix.K=12.out,11767.929875
ILM15_replicate3_8.str.admix.K=12.out,13100.116250
ILM15_replicate3_9.str.admix.K=12.out,12778.247338
ILM15_replicate4_0.str.admix.K=12.out,13620.181374
ILM15_replicate4_10.str.admix.K=12.out,13230.974284
ILM15_replicate4_11.str.admix.K=12.out,13221.404201
